numords,totdol,last,buy
1,52,583,0
3,367,245,0
1,49,410,0
1,107,101,0
1,29,79,0
20,2998,519,1
10,359,253,1
1,143,841,0
1,98,815,0
1,119,583,0
1,39,312,0
5,287,1101,0
17,837,63,0
7,312,218,1
5,236,185,0
1,67,802,0
1,215,574,0
1,49,541,0
1,119,217,0
3,287,906,0
1,139,532,0
2,230,417,0
1,79,445,0
2,148,193,0
1,39,53,0
2,89,240,0
10,808,121,0
3,334,1114,0
1,264,977,0
5,560,381,0
2,233,829,0
5,395,185,0
1,99,703,0
2,169,625,0
2,38,589,0
1,35,469,0
1,19,463,0
3,77,183,0
1,279,267,0
4,501,102,0
9,430,46,0
3,95,520,0
1,170,883,0
3,197,119,0
4,415,386,0
1,109,326,0
1,89,108,0
3,438,949,0
8,451,571,1
8,400,1045,1
3,392,318,0
2,88,39,0
3,164,764,0
2,17,158,0
6,676,354,1
3,163,735,0
2,161,255,0
1,32,555,0
1,119,424,0
2,86,25,0
8,485,392,1
10,221,667,0
17,1963,469,1
9,212,1101,0
4,361,98,0
3,439,18,0
3,210,878,0
5,426,161,0
1,89,576,0
4,261,381,0
3,102,168,0
1,39,326,0
1,51,137,0
5,587,374,0
4,496,368,0
25,2280,95,0
4,200,30,0
3,295,662,0
2,170,883,0
2,158,1022,0
4,306,129,0
4,301,784,0
2,128,226,0
7,280,211,0
1,69,639,0
2,158,592,0
2,192,121,0
1,59,420,0
1,51,289,0
1,54,233,0
1,59,161,0
1,35,112,0
1,104,67,0
6,386,711,1
6,660,429,1
4,444,597,0
1,59,1114,0
2,68,799,0
1,19,981,0
4,405,102,0
6,345,745,1
4,626,185,0
1,206,770,0
2,78,741,0
2,58,217,0
1,142,717,0
3,209,45,0
1,99,554,0
1,26,521,0
2,228,361,0
2,309,238,0
1,259,282,0
13,599,9,0
2,111,1040,0
20,1221,422,1
7,299,399,0
2,134,393,0
2,150,1108,0
3,175,102,0
4,333,235,0
1,49,1078,0
2,58,724,0
2,217,728,0
1,309,773,0
1,19,750,0
2,95,480,0
1,179,539,0
1,44,449,0
4,195,738,0
11,996,805,1
7,375,24,0
8,305,368,1
3,266,942,0
3,104,155,0
5,713,86,0
3,367,680,0
1,229,1095,0
1,173,1039,0
3,139,161,0
3,532,284,0
1,39,543,0
2,98,401,0
1,59,392,0
1,69,273,0
1,224,106,0
7,228,350,0
3,207,16,0
3,489,968,0
1,29,721,0
1,147,613,0
2,121,116,0
3,149,38,0
2,167,11,0
2,104,79,0
1,44,144,0
8,375,1110,1
19,2033,29,0
3,457,420,0
4,261,182,0
2,78,562,0
1,106,760,0
1,99,324,0
3,319,144,0
2,134,661,0
2,213,140,0
3,177,179,0
2,163,389,0
1,39,703,0
7,558,10,0
2,90,521,0
1,87,947,0
1,79,746,0
3,377,207,0
6,432,422,1
1,139,829,0
1,7,519,0
1,54,360,0
1,409,74,0
1,15,25,0
13,693,249,1
2,188,39,0
1,109,795,0
1,29,329,0
4,139,690,0
5,241,210,0
3,567,51,0
2,198,64,0
5,118,465,0
22,652,92,0
6,647,116,0
7,664,175,0
2,308,402,0
2,164,878,0
5,544,25,0
1,59,658,0
1,189,443,0
2,62,315,0
7,868,91,0
1,119,207,0
1,59,149,0
8,189,394,0
6,339,877,1
5,494,462,0
2,133,249,0
5,405,282,0
1,19,959,0
3,200,87,0
5,184,127,0
1,129,809,0
1,24,744,0
3,237,214,0
1,29,641,0
1,13,526,0
1,35,176,0
5,241,919,0
3,401,100,0
1,107,122,0
5,359,500,0
1,24,998,0
2,298,441,0
23,1317,921,1
14,649,429,1
6,426,206,1
5,407,42,0
4,286,738,0
11,704,178,0
1,289,386,0
1,89,78,0
2,168,800,0
1,79,970,0
2,92,178,0
1,59,743,0
2,272,225,0
4,271,739,0
1,44,759,0
1,239,329,0
1,119,59,0
3,207,959,0
2,258,931,0
1,59,749,0
1,98,725,0
1,19,429,0
2,232,843,0
1,19,813,0
31,2049,479,1
18,1597,102,0
4,694,36,0
2,148,578,0
5,381,585,0
3,636,1015,0
3,239,266,0
5,515,39,0
4,713,326,0
6,208,225,0
2,138,554,0
1,111,494,0
1,195,389,0
4,72,121,0
4,176,263,0
5,604,520,0
7,220,689,0
2,68,407,0
3,339,161,0
3,378,354,0
1,119,983,0
1,69,827,0
1,79,634,0
5,210,162,0
2,48,249,0
1,119,484,0
1,29,213,0
2,184,114,0
10,708,21,0
8,293,36,0
7,278,583,0
2,221,851,0
16,507,221,1
10,822,244,1
2,134,441,0
3,125,886,0
1,49,1053,0
1,99,1036,0
2,379,963,0
1,308,836,0
2,308,470,0
1,54,604,0
1,414,582,0
3,277,214,0
1,404,436,0
1,159,386,0
2,268,39,0
2,308,312,0
1,59,24,0
5,319,284,0
2,398,218,0
3,209,100,0
1,299,387,0
2,230,127,0
3,75,934,0
4,659,520,0
9,369,904,1
2,235,172,0
5,421,120,0
1,239,1081,0
3,452,480,0
1,99,696,0
1,19,624,0
1,67,466,0
1,42,434,0
1,29,45,0
1,99,31,0
5,139,389,0
8,490,28,0
2,328,409,0
3,365,388,0
6,663,46,0
2,208,743,0
3,112,158,0
1,81,751,0
1,29,668,0
1,14,316,0
1,99,13,0
16,1159,834,1
13,447,42,0
2,288,1017,0
4,376,326,0
5,835,211,0
4,562,121,0
1,279,778,0
3,157,382,0
1,34,576,0
1,29,561,0
2,421,326,0
7,254,107,0
1,129,323,0
1,34,249,0
10,515,268,1
4,334,182,0
4,152,871,0
2,65,725,0
1,29,737,0
1,79,735,0
1,39,466,0
1,109,417,0
1,219,46,0
2,36,3090,0
3,307,953,0
3,243,522,0
2,256,408,0
1,49,644,0
2,151,375,0
3,104,287,0
1,99,263,0
6,512,144,0
3,305,114,0
4,156,382,0
2,128,928,0
1,99,133,0
7,476,210,1
20,1203,513,1
5,289,72,0
3,398,245,0
1,109,627,0
1,29,428,0
35,3313,22,0
3,347,667,0
4,281,387,0
3,157,400,0
6,544,32,0
1,209,1022,0
1,14,921,0
1,49,652,0
3,112,94,0
3,506,382,0
1,49,422,0
1,139,296,0
2,166,253,0
6,864,1094,1
14,913,683,1
2,98,562,0
1,243,583,0
1,71,519,0
2,269,169,0
1,19,343,0
1,29,183,0
20,2162,959,1
5,213,778,0
1,49,260,0
8,629,1,0
1,9,728,0
2,372,280,0
8,376,1001,1
21,1221,95,0
38,2264,141,0
38,4590,183,0
6,655,683,1
3,180,725,0
4,402,211,0
5,774,388,0
5,281,315,0
3,322,590,0
3,167,22,0
1,29,940,0
1,160,865,0
4,321,58,0
1,259,508,0
2,246,156,0
1,49,389,0
4,206,354,0
1,69,18,0
14,661,350,1
7,680,112,0
3,240,345,0
1,40,1037,0
7,451,64,0
5,535,288,0
2,62,437,0
9,747,39,0
2,111,764,0
2,142,625,0
7,1201,353,1
2,337,616,0
1,99,718,0
1,29,680,0
2,242,613,0
1,99,634,0
1,139,436,0
1,34,385,0
17,1385,359,1
2,274,773,0
1,239,781,0
1,59,256,0
5,457,886,0
3,212,310,0
9,345,443,1
2,178,1018,0
3,363,456,0
1,52,1043,0
3,196,674,0
1,327,826,0
1,50,585,0
1,80,517,0
1,125,431,0
1,119,407,0
1,59,366,0
1,99,361,0
1,109,84,0
1,144,81,0
1,29,72,0
2,188,834,0
23,506,288,1
3,365,22,0
3,173,14,0
5,312,588,0
2,93,382,0
2,154,774,0
3,227,716,0
1,149,822,0
1,69,588,0
1,35,520,0
1,334,213,0
10,352,248,1
6,739,240,1
3,147,543,0
9,598,323,1
1,199,780,0
1,62,507,0
1,129,381,0
1,51,326,0
3,86,526,0
1,31,1114,0
2,115,833,0
1,159,799,0
3,217,1113,0
2,70,1085,0
1,119,1054,0
1,24,756,0
3,202,597,0
2,180,149,0
2,133,240,0
1,69,653,0
1,49,619,0
1,199,541,0
1,119,421,0
1,39,402,0
1,24,395,0
1,179,178,0
1,89,141,0
1,107,95,0
2,333,1080,0
3,217,653,0
1,39,445,0
2,156,219,0
21,2738,35,0
6,408,583,1
2,58,1107,0
2,74,18,0
5,225,14,0
1,119,928,0
1,39,455,0
1,49,450,0
1,199,25,0
1,49,227,0
2,118,396,0
4,453,1107,0
1,79,690,0
2,364,239,0
1,29,240,0
3,149,358,0
9,557,764,1
28,1435,101,0
6,116,227,0
6,464,410,1
2,61,504,0
3,84,865,0
1,161,465,0
1,39,1114,0
1,74,1080,0
4,291,638,0
1,159,808,0
1,114,777,0
2,78,303,0
1,19,585,0
2,199,303,0
1,14,245,0
2,113,53,0
1,49,100,0
4,184,520,0
6,214,611,0
14,969,249,1
4,383,415,0
2,353,526,0
3,357,466,0
1,109,1099,0
3,86,528,0
1,69,329,0
8,666,234,1
3,43,143,0
1,189,373,0
1,19,185,0
9,436,746,1
3,117,14,0
7,281,347,0
1,580,850,0
1,49,1101,0
3,219,476,0
5,343,32,0
1,114,787,0
1,197,526,0
2,161,353,0
3,122,29,0
1,39,127,0
2,233,31,0
96,2542,410,1
3,124,899,0
2,298,717,0
3,417,382,0
4,156,352,0
2,128,931,0
2,205,514,0
1,19,777,0
1,143,878,0
1,129,420,0
2,348,129,0
1,199,58,0
2,307,913,0
3,207,424,0
4,196,316,0
7,532,119,0
2,258,77,0
1,349,802,0
3,227,185,0
1,39,283,0
1,89,366,0
1,239,157,0
4,360,771,0
4,202,653,0
1,99,1065,0
7,641,371,1
7,436,217,1
1,79,676,0
2,98,592,0
1,169,444,0
1,226,151,0
8,356,430,1
5,135,1009,0
2,131,774,0
8,848,270,1
2,178,360,0
1,14,283,0
3,334,855,0
1,69,688,0
1,49,669,0
2,52,472,0
1,158,24,0
6,397,743,1
5,827,674,0
12,602,315,1
2,113,368,0
1,71,522,0
2,285,382,0
24,1587,269,1
70,4266,206,1
5,192,353,0
1,123,876,0
3,222,735,0
1,98,756,0
2,210,120,0
6,230,1002,0
3,458,32,0
20,1467,438,1
3,317,553,0
5,476,72,0
1,49,410,0
1,38,623,0
3,95,451,0
2,228,525,0
2,453,526,0
4,371,253,0
2,78,245,0
1,39,277,0
1,119,25,0
1,109,14,0
4,555,688,0
11,812,975,1
13,1425,143,0
2,114,326,0
5,154,259,0
20,928,122,0
2,270,949,0
1,114,1087,0
2,122,788,0
1,109,1002,0
1,129,850,0
2,208,792,0
1,139,417,0
1,59,378,0
2,388,3,0
2,237,1043,0
4,391,11,0
1,49,442,0
1,109,273,0
1,99,171,0
1,289,16,0
4,301,387,0
2,252,760,0
3,117,618,0
3,393,382,0
2,185,312,0
2,128,1008,0
6,364,485,1
1,175,872,0
1,69,749,0
1,25,217,0
3,213,156,0
1,112,517,0
2,143,185,0
10,593,52,0
9,1250,403,1
4,682,575,0
2,182,1051,0
1,24,829,0
1,39,618,0
1,49,420,0
4,231,133,0
10,545,408,1
3,172,1092,0
3,614,210,0
1,119,805,0
1,9,772,0
1,49,639,0
1,39,455,0
2,68,329,0
1,19,430,0
10,1100,183,0
3,187,25,0
4,366,458,0
2,287,288,0
1,134,525,0
1,89,514,0
1,179,189,0
10,393,140,0
1,59,753,0
3,261,109,0
1,49,128,0
12,1118,410,1
3,257,25,0
2,268,1079,0
6,236,233,0
3,478,599,0
4,254,379,0
1,39,319,0
1,59,22,0
4,209,721,0
1,204,669,0
6,886,820,1
3,216,207,0
4,252,18,0
1,174,318,0
6,452,945,1
2,68,371,0
2,144,583,0
2,156,451,0
3,123,744,0
1,119,644,0
2,173,354,0
1,19,280,0
1,84,71,0
6,580,430,1
3,122,864,0
4,486,298,0
2,244,158,0
3,390,423,0
3,322,39,0
1,39,928,0
3,255,669,0
3,159,231,0
1,49,739,0
1,39,668,0
2,88,387,0
2,38,403,0
3,173,128,0
4,655,421,0
4,427,147,0
6,377,157,0
1,239,1075,0
1,9,1047,0
3,301,438,0
1,13,497,0
1,309,402,0
1,34,53,0
2,87,248,0
11,617,1047,1
2,53,16,0
3,235,172,0
4,133,511,0
2,301,949,0
1,224,949,0
1,89,492,0
1,39,466,0
1,634,414,0
46,1482,1,0
6,454,225,1
4,54,821,0
3,137,1002,0
2,271,571,0
5,232,73,0
1,219,767,0
1,159,513,0
2,258,382,0
2,68,1078,0
7,173,485,0
17,1603,5,0
8,769,961,1
3,126,358,0
1,179,479,0
1,119,426,0
1,45,359,0
1,80,130,0
5,359,487,0
5,188,353,0
10,970,22,0
2,117,158,0
2,77,927,0
2,178,375,0
2,178,564,0
2,194,401,0
1,99,305,0
4,226,65,0
2,38,326,0
11,1296,156,0
11,1135,349,1
5,109,378,0
1,100,73,0
3,187,1036,0
1,39,715,0
1,487,521,0
1,159,389,0
2,33,106,0
14,611,1109,1
2,260,814,0
2,363,136,0
2,118,611,0
2,228,18,0
5,224,22,0
1,24,991,0
1,12,583,0
1,119,541,0
1,13,511,0
11,523,220,1
7,353,1060,1
5,389,582,0
2,123,722,0
1,39,1044,0
1,216,849,0
1,89,801,0
1,80,471,0
1,119,683,0
1,79,25,0
2,77,570,0
3,241,431,0
4,166,435,0
1,71,885,0
3,152,142,0
1,116,252,0
1,79,225,0
2,292,67,0
1,39,37,0
3,192,738,0
2,106,326,0
4,368,541,0
15,1694,554,1
2,168,617,0
1,71,11,0
9,896,220,1
11,1620,99,0
2,123,1080,0
1,65,868,0
1,39,788,0
1,99,403,0
1,99,172,0
1,116,708,0
13,1020,388,1
3,77,1087,0
2,78,773,0
4,124,480,0
1,119,543,0
3,177,210,0
3,97,163,0
2,133,158,0
16,1140,710,1
13,748,206,1
6,852,247,1
2,128,529,0
2,271,296,0
1,39,380,0
1,209,9,0
9,483,745,1
14,1685,485,1
1,249,680,0
2,188,359,0
3,277,3,0
7,453,95,0
3,75,127,0
2,124,875,0
2,278,554,0
1,26,717,0
3,187,421,0
1,229,361,0
2,137,9,0
1,139,140,0
12,1187,945,1
4,301,728,0
12,457,806,1
2,114,745,0
2,148,534,0
2,158,1003,0
2,188,756,0
1,9,408,0
2,744,386,0
49,2010,32,0
2,68,659,0
7,373,294,1
2,178,445,0
1,207,904,0
1,87,771,0
1,59,675,0
2,319,380,0
26,614,424,1
2,142,1113,0
3,507,218,0
1,105,827,0
1,124,1113,0
2,208,435,0
1,101,730,0
3,75,91,0
1,39,269,0
1,74,207,0
9,541,122,0
4,542,767,0
1,69,1031,0
2,203,599,0
1,49,963,0
4,320,207,0
1,39,569,0
1,109,520,0
7,360,65,0
1,479,312,0
2,113,105,0
1,68,109,0
4,380,18,0
1,69,715,0
5,123,22,0
1,159,1015,0
3,127,862,0
2,115,525,0
3,135,135,0
1,19,738,0
1,129,577,0
1,49,420,0
1,39,295,0
1,69,238,0
62,3275,112,0
2,188,420,0
2,298,766,0
8,250,164,0
1,99,644,0
2,178,504,0
21,1199,318,1
6,285,252,0
32,3511,7,0
1,139,1092,0
1,64,1017,0
2,74,322,0
2,78,564,0
1,94,626,0
3,155,16,0
1,290,486,0
1,14,415,0
1,7,413,0
7,388,322,1
2,175,745,0
5,260,1,0
1,144,793,0
5,182,252,0
1,119,595,0
1,19,540,0
6,174,238,0
11,203,498,0
2,82,884,0
4,373,441,0
4,1339,539,0
5,305,67,0
3,454,389,0
1,169,438,0
1,416,191,0
15,615,1016,1
17,203,102,0
8,523,147,0
2,138,424,0
3,257,928,0
2,98,359,0
1,33,417,0
1,39,276,0
1,89,248,0
57,2570,22,0
21,2256,24,0
8,487,227,1
1,169,753,0
24,1741,37,0
2,185,655,0
1,27,645,0
1,74,542,0
2,93,941,0
2,463,1,0
1,24,680,0
1,39,158,0
13,548,581,1
4,79,1722,0
9,595,613,1
1,79,1036,0
1,150,830,0
6,134,67,0
2,88,210,0
2,69,155,0
78,3315,28,0
4,343,1011,0
1,116,157,0
3,205,402,0
1,52,597,0
1,8,522,0
1,35,140,0
9,660,438,1
3,98,185,0
6,517,102,0
1,294,444,0
1,184,93,0
78,3933,106,0
8,542,368,1
3,117,638,0
7,527,477,1
9,664,382,1
7,148,641,0
4,296,1047,0
1,97,1046,0
3,275,557,0
2,137,847,0
4,214,234,0
1,238,861,0
1,13,834,0
2,78,53,0
1,49,570,0
2,98,518,0
3,563,87,0
1,99,511,0
1,99,493,0
4,251,74,0
1,179,387,0
1,109,262,0
2,24,743,0
5,129,773,0
5,399,437,0
30,2800,107,0
6,509,507,1
5,166,717,0
6,362,144,0
2,218,918,0
5,520,738,0
2,158,585,0
3,237,686,0
4,336,60,0
2,276,487,0
1,189,588,0
2,238,417,0
1,341,507,0
2,76,455,0
1,55,217,0
1,49,74,0
1,19,39,0
12,1071,473,1
57,1500,512,1
3,145,436,0
3,100,326,0
6,368,387,1
1,59,815,0
1,119,381,0
3,247,577,0
1,99,378,0
1,119,216,0
3,178,93,0
3,196,847,0
1,174,449,0
1,29,382,0
13,1063,785,1
5,341,787,0
2,268,421,0
3,60,882,0
2,73,37,0
1,9,246,0
2,42,526,0
2,248,329,0
2,298,591,0
6,410,14,0
1,39,361,0
1,229,53,0
16,875,774,1
30,1697,53,0
13,1255,85,0
9,840,213,1
4,459,450,0
1,34,746,0
1,74,711,0
1,29,641,0
3,43,184,0
1,143,155,0
1,36,65,0
1,39,15,0
80,5567,682,1
63,2817,99,0
6,263,633,0
75,5442,6,0
3,134,417,0
5,263,949,0
15,422,386,1
11,565,157,0
4,136,275,0
4,248,704,0
6,344,1,0
5,630,406,0
3,522,368,0
1,169,1094,0
1,99,1038,0
1,109,934,0
1,79,932,0
5,446,382,0
3,81,241,0
1,129,788,0
1,309,724,0
2,38,637,0
3,377,581,0
1,285,634,0
1,307,569,0
2,160,487,0
3,105,232,0
1,59,394,0
1,59,347,0
1,79,329,0
4,141,95,0
1,49,274,0
3,57,23,0
1,34,14,0
9,1187,606,1
51,2322,105,0
19,1684,406,1
14,563,323,1
2,112,459,0
9,291,213,0
4,250,667,0
2,78,319,0
3,107,675,0
1,19,1033,0
2,443,984,0
4,198,464,0
4,89,105,0
1,49,961,0
1,219,920,0
1,64,823,0
2,411,115,0
1,179,613,0
1,150,406,0
6,283,317,0
2,22,875,0
1,494,385,0
2,29,66,0
9,329,114,0
12,1835,310,1
4,642,833,0
2,158,773,0
1,449,668,0
5,420,480,0
1,95,508,0
1,109,477,0
1,159,459,0
1,431,252,0
1,14,213,0
1,119,60,0
3,115,696,0
1,39,749,0
1,29,466,0
42,2320,19,0
4,788,458,0
8,640,843,1
6,487,422,1
3,181,128,0
3,237,73,0
1,159,458,0
3,447,617,0
2,252,135,0
1,49,420,0
17,849,100,0
2,108,752,0
6,594,512,1
3,309,589,0
2,178,23,0
1,199,441,0
2,149,254,0
22,827,99,0
4,182,732,0
9,1119,25,0
1,106,969,0
2,148,212,0
4,605,749,0
9,1254,295,1
2,192,473,0
1,199,583,0
2,178,22,0
1,39,242,0
1,89,154,0
3,329,123,0
8,227,206,0
1,59,633,0
54,2947,169,0
12,290,283,0
18,835,323,1
6,505,108,0
5,120,770,0
15,1143,248,1
1,119,773,0
3,386,913,0
5,257,23,0
2,188,722,0
2,88,45,0
2,68,998,0
1,99,998,0
4,211,158,0
4,146,592,0
4,380,613,0
1,39,640,0
1,45,564,0
2,186,352,0
1,99,388,0
1,149,358,0
1,242,129,0
3,149,11,0
5,336,1921,0
38,1134,416,1
2,138,442,0
5,267,626,0
4,786,1087,0
8,310,37,0
1,202,854,0
1,229,366,0
10,575,263,1
6,323,206,1
3,158,653,0
2,60,676,0
1,62,809,0
1,79,562,0
9,931,93,0
7,342,115,0
3,124,919,0
5,232,176,0
2,256,830,0
17,712,231,1
2,187,833,0
1,239,1010,0
2,332,102,0
2,313,382,0
2,151,421,0
1,40,476,0
2,97,410,0
1,59,514,0
1,89,492,0
1,109,361,0
2,158,29,0
4,212,941,0
4,438,102,0
4,1236,590,0
1,79,945,0
4,666,25,0
1,143,835,0
2,173,583,0
1,354,665,0
1,99,511,0
1,19,423,0
2,258,382,0
1,29,315,0
1,19,17,0
30,2728,991,1
2,36,192,0
4,54,66,0
6,623,576,1
4,225,641,0
2,131,51,0
6,416,382,1
6,224,541,0
1,184,947,0
2,18,613,0
2,333,140,0
1,125,157,0
8,569,28,0
10,293,158,0
5,688,270,0
23,854,79,0
4,155,715,0
4,268,23,0
3,51,143,0
3,373,1039,0
6,420,611,1
3,312,577,0
1,149,381,0
1,119,217,0
1,59,109,0
19,902,204,1
19,379,141,0
6,351,177,0
3,197,843,0
3,154,896,0
5,705,219,0
2,79,367,0
1,49,751,0
3,82,179,0
1,99,655,0
3,54,198,0
5,803,175,0
3,307,204,0
34,3435,32,0
16,1766,3,0
12,2582,24,0
4,372,941,0
1,14,977,0
1,139,822,0
1,99,556,0
1,99,528,0
2,133,494,0
1,139,472,0
2,363,115,0
1,114,52,0
34,2678,74,0
10,276,175,0
5,197,974,0
6,332,1115,1
3,177,241,0
4,342,639,0
5,579,53,0
2,66,563,0
3,359,519,0
2,278,37,0
1,89,714,0
3,237,590,0
1,199,462,0
1,223,325,0
1,99,283,0
16,825,478,1
4,424,652,0
1,169,921,0
1,79,910,0
2,173,151,0
2,143,676,0
2,418,16,0
5,358,105,0
2,127,122,0
1,59,575,0
1,34,451,0
1,17,469,0
1,19,416,0
1,224,121,0
1,19,78,0
6,401,141,0
3,206,470,0
17,849,25,0
5,240,1,0
12,947,269,1
1,116,512,0
3,339,933,0
1,129,809,0
1,164,739,0
3,367,23,0
2,211,422,0
1,64,326,0
1,159,184,0
10,763,766,1
11,578,71,0
11,1563,46,0
7,303,792,1
2,90,114,0
3,107,975,0
1,161,1103,0
1,79,449,0
1,179,389,0
3,382,21,0
9,463,263,1
2,231,746,0
2,101,479,0
2,405,525,0
1,19,969,0
2,361,856,0
2,128,716,0
2,438,86,0
5,306,906,0
4,182,11,0
2,138,359,0
1,112,785,0
2,98,605,0
1,149,715,0
1,26,557,0
2,248,437,0
1,59,303,0
2,130,144,0
1,39,71,0
5,432,546,0
6,447,137,0
5,855,78,0
2,293,218,0
3,277,15,0
4,548,525,0
3,442,886,0
1,149,744,0
1,79,473,0
3,93,872,0
3,117,585,0
1,19,560,0
1,101,459,0
2,278,326,0
1,129,553,0
1,494,724,0
1,169,935,0
1,39,878,0
5,141,704,0
3,115,756,0
1,169,81,0
6,312,156,0
4,378,896,0
2,177,154,0
2,148,802,0
3,149,466,0
2,154,318,0
1,59,723,0
1,59,557,0
11,547,325,1
4,371,304,0
3,117,1103,0
1,35,520,0
3,202,968,0
5,484,225,0
3,317,365,0
1,130,882,0
1,39,871,0
3,98,105,0
3,272,21,0
1,69,573,0
2,188,158,0
2,453,298,0
1,49,351,0
1,49,74,0
12,1079,84,0
4,170,505,0
3,45,618,0
2,188,742,0
4,288,548,0
4,131,406,0
1,59,743,0
1,69,541,0
3,213,140,0
1,89,420,0
1,134,210,0
4,224,450,0
3,333,7,0
1,99,749,0
1,74,364,0
7,371,211,1
11,1096,43,0
7,570,998,1
2,265,284,0
1,99,1015,0
1,109,728,0
1,129,417,0
3,117,361,0
3,147,556,0
4,212,836,0
1,144,541,0
7,329,721,1
18,1154,70,0
1,26,716,0
1,9,666,0
1,71,72,0
2,201,414,0
1,19,732,0
4,177,78,0
1,9,1039,0
1,119,991,0
3,208,77,0
2,100,49,0
11,674,1108,1
7,840,885,1
9,271,428,0
1,39,661,0
1,12,214,0
4,365,234,0
6,211,525,0
4,293,756,0
6,646,31,0
1,116,1095,0
1,59,485,0
7,312,95,0
5,429,599,0
1,9,1047,0
1,129,1004,0
2,165,72,0
5,532,53,0
3,207,1051,0
3,121,326,0
4,322,486,0
1,89,416,0
1,59,31,0
4,699,437,0
4,347,192,0
3,343,1089,0
2,203,585,0
9,492,28,0
7,593,74,0
4,244,64,0
2,141,1004,0
3,117,686,0
2,168,578,0
1,59,731,0
3,160,109,0
1,234,546,0
1,139,429,0
3,112,11,0
1,99,374,0
3,97,71,0
3,114,8,0
18,1339,45,0
1,39,994,0
1,124,815,0
2,124,1108,0
2,69,500,0
3,127,161,0
1,76,466,0
1,41,562,0
2,177,123,0
2,128,354,0
1,224,38,0
3,61,578,0
3,238,988,0
6,1440,358,1
4,439,288,0
3,262,1043,0
3,446,672,0
1,152,847,0
1,53,827,0
7,317,22,0
1,119,435,0
1,59,326,0
1,115,263,0
1,53,158,0
2,128,728,0
4,295,105,0
1,32,638,0
1,39,745,0
3,127,658,0
1,99,455,0
1,269,437,0
2,438,21,0
1,84,380,0
1,207,301,0
2,507,931,0
2,138,758,0
5,548,396,0
1,109,767,0
3,797,45,0
4,605,277,0
2,108,218,0
3,112,737,0
2,183,294,0
1,34,585,0
23,1292,86,0
2,101,546,0
1,39,813,0
3,87,638,0
4,556,479,0
1,134,367,0
3,247,193,0
3,137,95,0
2,149,114,0
14,1531,1050,1
7,276,994,0
2,168,952,0
1,159,647,0
2,55,469,0
2,70,1681,0
13,708,179,0
16,1442,25,0
2,248,611,0
1,79,918,0
6,684,613,1
1,116,864,0
4,231,157,0
5,655,120,0
9,315,191,0
1,44,508,0
9,1280,378,1
4,138,854,0
2,223,73,0
2,138,324,0
2,153,758,0
3,107,455,0
1,49,697,0
1,19,634,0
1,169,500,0
1,199,352,0
3,227,3,0
2,206,276,0
1,39,529,0
60,1756,347,1
3,207,695,0
1,39,798,0
2,98,450,0
2,93,555,0
1,77,104,0
2,193,427,0
11,1433,211,1
5,229,921,0
2,190,247,0
1,129,1045,0
1,53,106,0
3,317,23,0
31,1894,819,1
3,298,856,0
38,2061,11,0
4,1158,870,0
3,338,414,0
6,317,1087,1
3,143,738,0
1,71,942,0
1,160,149,0
15,1499,772,1
5,387,843,0
1,59,617,0
2,304,9,0
2,239,91,0
11,296,192,0
9,714,773,1
5,496,681,0
2,156,861,0
8,873,365,1
1,89,583,0
1,59,211,0
1,109,169,0
2,148,1046,0
3,228,525,0
3,377,16,0
2,165,51,0
2,168,287,0
1,9,312,0
2,124,648,0
1,59,686,0
1,49,627,0
1,89,511,0
2,155,157,0
1,125,93,0
1,49,329,0
3,243,732,0
1,100,819,0
1,135,666,0
9,417,130,0
4,197,148,0
3,130,949,0
6,507,32,0
1,119,436,0
1,57,421,0
1,53,155,0
4,863,269,0
2,286,105,0
1,242,501,0
1,59,317,0
3,281,1003,0
3,211,940,0
2,178,284,0
1,71,876,0
2,308,347,0
3,117,226,0
1,259,359,0
1,32,724,0
2,158,197,0
1,109,360,0
27,2899,11,0
37,3201,214,1
3,91,822,0
2,17,585,0
1,9,1019,0
1,89,653,0
1,188,526,0
2,68,184,0
4,196,318,0
2,87,365,0
1,44,525,0
1,124,11,0
4,296,571,0
4,551,1114,0
2,108,1052,0
1,49,604,0
2,158,415,0
3,247,1,0
4,72,63,0
1,174,596,0
5,247,386,0
2,248,610,0
5,361,81,0
2,96,724,0
1,159,767,0
11,862,77,0
3,235,772,0
1,54,72,0
1,19,795,0
1,79,177,0
5,395,1107,0
13,738,298,1
9,439,171,0
1,242,998,0
2,128,610,0
2,315,557,0
1,35,466,0
1,99,291,0
11,1059,151,0
1,49,1046,0
2,622,358,0
1,199,605,0
1,62,865,0
2,208,494,0
2,145,319,0
5,195,583,0
6,368,995,1
4,222,437,0
1,125,829,0
1,80,142,0
9,740,158,0
3,170,74,0
6,148,520,0
8,414,147,0
1,39,206,0
24,893,354,1
5,444,969,0
8,636,87,0
2,123,725,0
2,198,438,0
4,232,270,0
11,692,109,0
1,59,599,0
3,167,430,0
2,185,347,0
1,29,450,0
1,109,409,0
1,109,39,0
1,12,941,0
3,646,260,0
1,20,374,0
5,514,441,0
2,180,143,0
4,143,907,0
9,516,63,0
4,261,501,0
3,164,499,0
1,45,938,0
1,39,637,0
1,103,745,0
1,35,521,0
1,59,430,0
4,255,583,0
6,482,819,1
2,236,246,0
1,99,757,0
1,69,493,0
3,962,375,0
1,119,445,0
1,89,373,0
1,12,92,0
5,716,615,0
28,1834,414,1
1,44,465,0
2,98,592,0
1,49,725,0
6,270,149,0
